year,make,model,fuel_type,fc_city_l100,fc_hwy_l100,fc_comb_l100
2000,ACURA,1.6EL,X,10.5,8,9.4
2000,ACURA,1.6EL,X,9.8,7.8,8.9
2000,ACURA,3.2TL,Z,13.7,8.8,11.5
2000,ACURA,3.5RL,Z,15,10.9,13.1
2000,ACURA,INTEGRA,X,11.4,8.3,10
2000,ACURA,INTEGRA,X,10.6,8.1,9.5
2000,ACURA,INTEGRA GSR/TYPE R,Z,10.8,8.3,9.7
2000,ACURA,NSX,Z,15.2,10.9,13.3
2000,ACURA,NSX,Z,15.4,10.7,13.3
2000,AUDI,A4,Z,12.9,8.6,10.9
2000,AUDI,A4,Z,11.1,8.1,9.7
2000,AUDI,A4,Z,14.6,9.7,12.4
2000,AUDI,A4,Z,13.2,8.9,11.3
2000,AUDI,A4 QUATTRO,Z,13.6,9.1,11.6
2000,AUDI,A4 QUATTRO,Z,12.1,8.9,10.7
2000,AUDI,A4 QUATTRO,Z,14.9,10.1,12.7
2000,AUDI,A4 QUATTRO,Z,14.3,10.3,12.5
2000,AUDI,A6,Z,15,10.2,12.8
2000,AUDI,A6 AVANT QUATTRO,Z,15.4,10.7,13.3
2000,AUDI,A6 QUATTRO,Z,15.2,10.6,13.2
2000,AUDI,A6 QUATTRO,Z,15.2,10.7,13.2
2000,AUDI,A6 QUATTRO,Z,15.4,10.7,13.3
2000,AUDI,A6 QUATTRO,Z,14.6,10.9,12.9
2000,AUDI,A6 QUATTRO,Z,15.5,10.7,13.4
2000,AUDI,A8 QUATTRO,Z,15.5,10.7,13.4
2000,AUDI,S4 QUATTRO,Z,15.2,10.6,13.2
2000,AUDI,S4 QUATTRO,Z,15.2,10.7,13.2
2000,AUDI,TT COUPE QUATTRO,Z,13.1,9,11.3
2000,AUDI,TT COUPE QUATTRO (SUPERCHARGED),Z,13.1,9.1,11.3
2000,AUDI,TT ROADSTER,Z,12.3,8.7,10.7
2000,AUDI,TT ROADSTER QUATTRO (SUPERCHARGED),Z,13.1,9.1,11.3
2000,BMW,323 CONVERTIBLE,Z,14.6,10.5,12.7
2000,BMW,323 CONVERTIBLE,Z,13.9,10.2,12.2
2000,BMW,323Ci,Z,13.8,9.3,11.8
2000,BMW,323Ci,Z,13,8.9,11.2
2000,BMW,323i,Z,13.8,9.3,11.8
2000,BMW,323i,Z,13,8.9,11.2
2000,BMW,328Ci,Z,13.9,9.4,11.9
2000,BMW,328Ci,Z,13,8.9,11.2
2000,BMW,328i,Z,13.9,9.4,11.9
2000,BMW,328i,Z,13,8.9,11.2
2000,BMW,528i,Z,14.6,9.9,12.5
2000,BMW,528i,Z,13,8.9,11.2
2000,BMW,528i TOURING,Z,14.6,9.9,12.5
2000,BMW,528i TOURING,Z,14.5,9.8,12.4
2000,BMW,540i,Z,14.7,10.4,12.8
2000,BMW,540i,Z,16.4,10.7,13.8
2000,BMW,540i TOURING,Z,15.5,11.9,13.9
2000,BMW,740i,Z,15.4,10.9,13.4
2000,BMW,740iL,Z,15.4,10.9,13.4
2000,BMW,750iL,Z,19.1,12.7,16.2
2000,BMW,M COUPE,Z,13.9,10.1,12.2
2000,BMW,M ROADSTER,Z,13.9,10.1,12.2
2000,BMW,M5,Z,19.6,12.2,16.3
2000,BMW,X5,Z,14.9,10.2,12.8
2000,BMW,Z3,Z,14,9.8,12.1
2000,BMW,Z3,Z,13.4,9.5,11.6
2000,BMW,Z3,Z,13.9,9.9,12.1
2000,BMW,Z3,Z,13.9,9.9,12.1
2000,BMW,Z8,Z,19.3,13,16.5
2000,BUICK,CENTURY,X,13.1,8.7,11.1
2000,BUICK,LESABRE,X,13.8,8.7,11.5
2000,BUICK,PARK AVENUE,X,14.4,9.1,12
2000,BUICK,PARK AVENUE #,Z,15.1,9.5,12.6
2000,BUICK,REGAL,X,13.5,8.8,11.4
2000,BUICK,REGAL #,Z,15.1,9.5,12.6
2000,CADILLAC,CATERA,Z,14.7,10.4,12.8
2000,CADILLAC,DEVILLE,Z,15.5,9.6,12.9
2000,CADILLAC,ELDORADO,Z,15.5,9.6,12.9
2000,CADILLAC,ESCALADE 4X4,X,21.2,15.7,18.7
2000,CADILLAC,SEVILLE,Z,15.5,9.6,12.9
2000,CHEVROLET,ASTRO AWD CARGO,X,17,13,15.2
2000,CHEVROLET,ASTRO AWD PASSENGER,X,17.4,13.4,15.6
2000,CHEVROLET,ASTRO CARGO,X,16.2,12.7,14.6
2000,CHEVROLET,ASTRO PASSENGER,X,17.7,13.9,16
2000,CHEVROLET,BLAZER,X,16.2,12.7,14.6
2000,CHEVROLET,BLAZER,X,16.3,11.7,14.2
2000,CHEVROLET,BLAZER 4X4,X,16.9,13,15.2
2000,CHEVROLET,BLAZER 4X4,X,18.7,14.5,16.8
2000,CHEVROLET,C1500 SILVERADO,X,17.7,13.9,16
2000,CHEVROLET,C1500 SILVERADO,X,18.5,14.4,16.7
2000,CHEVROLET,C1500 SILVERADO,X,16.3,12.2,14.5
2000,CHEVROLET,C1500 SILVERADO,X,18.9,12.9,16.2
2000,CHEVROLET,C1500 SILVERADO,X,16.7,12.7,14.9
2000,CHEVROLET,C2500 SILVERADO,X,17.9,14.1,16.2
2000,CHEVROLET,C2500 SILVERADO,X,21.4,15.9,18.9
2000,CHEVROLET,CAMARO,X,13.9,8.9,11.7
2000,CHEVROLET,CAMARO,X,13.7,8.5,11.4
2000,CHEVROLET,CAMARO,Z,15.4,10.7,13.3
2000,CHEVROLET,CAMARO,Z,14.7,9.6,12.4
2000,CHEVROLET,CAVALIER,X,11.6,8.2,10.1
2000,CHEVROLET,CAVALIER,X,12.2,7.8,10.2
2000,CHEVROLET,CAVALIER,X,12.5,8.8,10.8
2000,CHEVROLET,CAVALIER,X,12.1,7.8,10.2
2000,CHEVROLET,CAVALIER BIFUEL,X,11.8,8.9,10.5
2000,CHEVROLET,CORVETTE,Z,15.5,10.7,13.4
2000,CHEVROLET,CORVETTE,Z,14.4,9.4,12.1
2000,CHEVROLET,G15/G25 CHEVY VAN,X,17.8,13.9,16
2000,CHEVROLET,G15/G25 CHEVY VAN,X,18.2,13.8,16.2
2000,CHEVROLET,G15/G25 CHEVY VAN,X,19.3,14.9,17.3
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,X,18.3,14.3,16.5
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,X,18.5,14.4,16.7
2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,X,20.6,15.9,18.5
2000,CHEVROLET,IMPALA,X,13.6,8.6,11.3
2000,CHEVROLET,IMPALA,X,13.5,8.8,11.4
2000,CHEVROLET,K1500 SILVERADO 4X4,X,17,13,15.2
2000,CHEVROLET,K1500 SILVERADO 4X4,X,18.7,14.5,16.8
2000,CHEVROLET,K1500 SILVERADO 4X4,X,17.3,14.1,15.9
2000,CHEVROLET,K1500 SILVERADO 4X4,X,20.1,14.6,17.6
2000,CHEVROLET,K1500 SILVERADO 4X4,X,18,14.4,16.4
2000,CHEVROLET,K1500 TAHOE 4X4,X,21.1,15.9,18.7
2000,CHEVROLET,LUMINA/MONTE CARLO,X,13.6,8.6,11.3
2000,CHEVROLET,LUMINA/MONTE CARLO,X,13.5,8.8,11.4
2000,CHEVROLET,MALIBU,X,13.1,8.7,11.1
2000,CHEVROLET,METRO,X,7.1,5.5,6.4
2000,CHEVROLET,METRO,X,9.1,7.4,8.3
2000,CHEVROLET,METRO,X,7.6,5.9,6.8
2000,CHEVROLET,NEW C1500 SUBURBAN,X,18.9,14.6,17
2000,CHEVROLET,NEW C1500 TAHOE,X,18.7,14.9,17
2000,CHEVROLET,NEW C1500 TAHOE,X,18.9,14.6,17
2000,CHEVROLET,NEW K1500 TAHOE 4X4,X,18.7,14.9,17
2000,CHEVROLET,NEW K1500 TAHOE 4X4,X,18.9,14.7,17
2000,CHEVROLET,S10,X,13.8,9.9,12.1
2000,CHEVROLET,S10,X,12.2,8.8,10.7
2000,CHEVROLET,S10,X,15.4,11.4,13.6
2000,CHEVROLET,S10,X,16.1,11.4,14
2000,CHEVROLET,S10 4X4,X,16.8,12.8,15
2000,CHEVROLET,S10 4X4,X,16.3,11.9,14.3
2000,CHEVROLET,TRACKER 4X4,X,11.7,9.8,10.9
2000,CHEVROLET,TRACKER 4X4,X,11.9,10.1,11.1
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,X,10.5,9,9.9
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,X,11.7,9.9,10.9
2000,CHEVROLET,TRACKER CONVERTIBLE 4X4,X,11.9,10.1,11.1
2000,CHEVROLET,VENTURE,X,14,9.9,12.2
2000,CHRYSLER,300M,X,14.4,9.7,12.3
2000,CHRYSLER,CIRRUS,X,13.4,9.3,11.5
2000,CHRYSLER,CIRRUS,X,13.6,9.4,11.7
2000,CHRYSLER,CONCORDE,X,13.2,8.9,11.3
2000,CHRYSLER,CONCORDE,X,14.2,9.4,12
2000,CHRYSLER,INTREPID,X,13.2,8.9,11.3
2000,CHRYSLER,INTREPID,X,13.2,8.8,11.2
2000,CHRYSLER,INTREPID,X,14.2,9.3,11.9
2000,CHRYSLER,INTREPID,X,14.4,9.7,12.3
2000,CHRYSLER,LHS,X,14.7,9.8,12.5
2000,CHRYSLER,NEON,X,10.9,8.3,9.7
2000,CHRYSLER,NEON,X,9.6,7.4,8.6
2000,CHRYSLER,PT CRUISER,X,13.4,10.2,12
2000,CHRYSLER,PT CRUISER,X,13.2,9.8,11.7
2000,CHRYSLER,SEBRING,X,13.5,9.3,11.6
2000,CHRYSLER,SEBRING CONVERTIBLE,X,13.6,9.4,11.7
2000,CHRYSLER,SEBRING CONVERTIBLE,X,14.7,9.9,12.5
2000,CHRYSLER,TOWN & COUNTRY,X,15.2,10.7,13.2
2000,CHRYSLER,TOWN & COUNTRY AWD,X,16.2,11.2,13.9
2000,DAEWOO,LANOS,X,11.3,7.1,9.4
2000,DAEWOO,LANOS,X,10.3,7.1,8.9
2000,DAEWOO,LANOS,X,11.6,7.6,9.8
2000,DAEWOO,LANOS,X,10.4,7.2,9
2000,DAEWOO,LEGANZA,X,13.4,9.3,11.5
2000,DAEWOO,LEGANZA,X,13.1,8.8,11.2
2000,DAEWOO,NUBIRA,X,12,8.5,10.4
2000,DAEWOO,NUBIRA,X,11.9,8.2,10.3
2000,DAEWOO,NUBIRA WAGON,X,12,8.5,10.4
2000,DAEWOO,NUBIRA WAGON,X,11.9,8.2,10.3
2000,DODGE,CARAVAN,X,14.6,10.2,12.6
2000,DODGE,CARAVAN,X,14.5,10.2,12.5
2000,DODGE,CARAVAN,X,15.2,10.7,13.2
2000,DODGE,CARAVAN FFV,X,14.5,10.2,12.5
2000,DODGE,CARAVAN FFV,E,20.6,14.2,17.7
2000,DODGE,DAKOTA,X,16.3,12,14.4
2000,DODGE,DAKOTA,X,16.8,11.3,14.3
2000,DODGE,DAKOTA,X,17.6,12.9,15.5
2000,DODGE,DAKOTA,X,18.3,12.7,15.8
2000,DODGE,DAKOTA,X,20.8,15.4,18.4
2000,DODGE,DAKOTA 4X4,X,18.1,14.2,16.3
2000,DODGE,DAKOTA 4X4,X,19.1,13.8,16.8
2000,DODGE,DAKOTA 4X4,X,18.3,13.4,16.1
2000,DODGE,DAKOTA 4X4,X,18.8,13.8,16.6
2000,DODGE,DAKOTA 4X4,X,22.3,15.7,19.3
2000,DODGE,DURANGO 4X4,X,19.3,14.1,16.9
2000,DODGE,DURANGO 4X4,X,22.3,15.7,19.3
2000,DODGE,DURANGO 5.9 R/T 4X4,Z,22.3,15.7,19.3
2000,DODGE,GRAND CARAVAN,X,14.6,10.2,12.6
2000,DODGE,GRAND CARAVAN,X,14.5,10.2,12.5
2000,DODGE,GRAND CARAVAN,X,15.2,10.7,13.2
2000,DODGE,GRAND CARAVAN,X,15.5,10.9,13.4
2000,DODGE,GRAND CARAVAN AWD,X,16.2,11.2,13.9
2000,DODGE,GRAND CARAVAN AWD,X,16.4,11.3,14.1
2000,DODGE,GRAND CARAVAN FFV,X,14.5,10.2,12.5
2000,DODGE,GRAND CARAVAN FFV,E,20.6,14.2,17.7
2000,DODGE,RAM 1500,X,17.3,12.6,15.2
2000,DODGE,RAM 1500,X,17.4,12.1,15
2000,DODGE,RAM 1500,X,20,13.7,17.2
2000,DODGE,RAM 1500,X,20.2,13.5,17.2
2000,DODGE,RAM 1500,X,21.5,14.1,18.1
2000,DODGE,RAM 1500 4X4,X,21.6,15.5,18.9
2000,DODGE,RAM 1500 4X4,X,22.1,15.2,19
2000,DODGE,RAM 1500 4X4,X,21.6,14.7,18.5
2000,DODGE,RAM 1500 VAN,X,17.6,15.1,16.4
2000,DODGE,RAM 1500 VAN,X,19.6,13.5,16.8
2000,DODGE,RAM 1500 VAN,X,20.8,15.4,18.4
2000,DODGE,RAM 1500 WAGON,X,18.3,15.5,17.1
2000,DODGE,RAM 1500 WAGON,X,20,13.6,17.1
2000,DODGE,RAM 2500 VAN,X,20,13.6,17.1
2000,DODGE,RAM 2500 VAN,X,21.5,13.9,18.1
2000,DODGE,RAM 2500 VAN NGV,N,20.8,16,18.7
2000,DODGE,RAM 2500 WAGON,X,21.8,16.3,19.3
2000,DODGE,RAM 2500 WAGON,X,21.8,14.2,18.4
2000,DODGE,VIPER GTS,Z,21.4,12,17.2
2000,DODGE,VIPER RT/10,Z,21.4,12,17.2
2000,FERRARI,360 MODENA F1,Z,24.6,15.8,20.6
2000,FERRARI,360 MODENA F1,Z,24.1,16,20.5
2000,FERRARI,456 MGT,Z,26.7,16.9,22.3
2000,FERRARI,456 MGT,Z,26.3,15.7,21.5
2000,FERRARI,456 MGTA,Z,26.7,16.9,22.3
2000,FERRARI,456 MGTA,Z,26.3,15.7,21.5
2000,FERRARI,550 MARANELLO,Z,30.2,19.3,25.3
2000,FORD,COUGAR,X,11.1,7.6,9.5
2000,FORD,COUGAR,X,13.1,9,11.3
2000,FORD,COUGAR,X,13.3,8.9,11.3
2000,FORD,CROWN VICTORIA,X,15.1,10.4,13
2000,FORD,E150 CLUB WAGON,X,19.1,14.5,17.1
2000,FORD,E150 CLUB WAGON,X,18.8,13.9,16.6
2000,FORD,E150 CLUB WAGON,X,19.9,14.6,17.5
2000,FORD,E150 VAN,X,19,14.2,16.9
2000,FORD,E150 VAN,X,17.8,13,15.6
2000,FORD,E150 VAN,X,17.9,13.3,15.8
2000,FORD,E250 VAN,X,19.1,14.4,17
2000,FORD,E250 VAN,X,20.2,14.2,17.5
2000,FORD,ESCORT ZX2,X,10.6,7.9,9.4
2000,FORD,ESCORT ZX2,X,10.6,7.9,9.4
2000,FORD,EXPEDITION,X,17.8,13,15.6
2000,FORD,EXPEDITION,X,20.2,14.2,17.5
2000,FORD,EXPEDITION 4X4,X,19.3,14.3,17
2000,FORD,EXPEDITION 4X4,X,21.1,15.3,18.5
2000,FORD,EXPLORER,X,14.9,11.2,13.2
2000,FORD,EXPLORER,X,18.4,13.1,16
2000,FORD,EXPLORER 4X4,X,16.4,12.5,14.6
2000,FORD,EXPLORER 4X4,X,18.7,13,16.2
2000,FORD,EXPLORER OHV,X,17.1,13.6,15.5
2000,FORD,EXPLORER OHV 4X4,X,17.3,12.9,15.3
2000,FORD,EXPLORER SOHC,X,16.5,12.2,14.6
2000,FORD,EXPLORER SOHC 4X4,X,16.7,12.7,14.9
2000,FORD,F150,X,16.7,12.6,14.8
2000,FORD,F150,X,16.3,12.2,14.5
2000,FORD,F150,X,17,12.6,15
2000,FORD,F150,X,17.8,12.5,15.4
2000,FORD,F150,X,17.9,13.3,15.8
2000,FORD,F150 4X4,X,17.3,13.5,15.6
2000,FORD,F150 4X4,X,18,13.9,16.2
2000,FORD,F150 4X4,X,18.5,14.1,16.5
2000,FORD,F150 4X4,X,18.8,13.7,16.5
2000,FORD,F150 4X4,X,20.7,15.5,18.4
2000,FORD,FOCUS SEDAN,X,10.8,8.2,9.6
2000,FORD,FOCUS SEDAN,X,10.8,7.8,9.4
2000,FORD,FOCUS WAGON,X,10.6,8.1,9.5
2000,FORD,FOCUS WAGON,X,10.9,7.6,9.4
2000,FORD,GRAND MARQUIS,X,15,10.3,12.9
2000,FORD,MUSTANG,X,13.4,9.4,11.6
2000,FORD,MUSTANG,X,13.6,9,11.6
2000,FORD,MUSTANG,X,15.1,10.7,13.1
2000,FORD,MUSTANG,X,15.4,10.4,13.2
2000,FORD,MUSTANG #,X,15.7,10.5,13.4
2000,FORD,RANGER,X,15.7,11.2,13.7
2000,FORD,RANGER,X,16.2,11.3,14
2000,FORD,RANGER,X,17,13.5,15.4
2000,FORD,RANGER,X,14.9,11.4,13.3
2000,FORD,RANGER 4X4,X,16.4,12.5,14.6
2000,FORD,RANGER 4X4,X,15.5,11.9,13.9
2000,FORD,RANGER 4X4,X,17.3,13.1,15.5
2000,FORD,RANGER 4X4,X,16.5,12.8,14.8
2000,FORD,TAURUS,X,13.6,9.1,11.6
2000,FORD,TAURUS #,X,13.5,9.1,11.5
2000,FORD,TAURUS WAGON,X,14.2,9.6,12.1
2000,FORD,TAURUS WAGON #,X,14,9.6,12
2000,FORD,WINDSTAR VAN,X,15.6,11,13.5
2000,FORD,WINDSTAR VAN,X,14.9,11.2,13.2
2000,FORD,WINDSTAR WAGON,X,15.6,11,13.5
2000,FORD,WINDSTAR WAGON,X,15.5,11.1,13.5
2000,GMC,C1500 SIERRA,X,17.7,13.9,16
2000,GMC,C1500 SIERRA,X,18.5,14.4,16.7
2000,GMC,C1500 SIERRA,X,16.3,12.3,14.5
2000,GMC,C1500 SIERRA,X,18.9,12.9,16.2
2000,GMC,C1500 SIERRA,X,16.7,12.7,14.9
2000,GMC,C1500 YUKON,X,18.7,14.9,17
2000,GMC,C1500 YUKON,X,18.9,14.6,17
2000,GMC,C1500 YUKON XL,X,18.9,14.6,17
2000,GMC,C2500 SIERRA,X,17.9,14.1,16.2
2000,GMC,C2500 SIERRA,X,21.4,15.8,18.9
2000,GMC,G15/G25 SAVANA CARGO,X,17.8,13.9,16
2000,GMC,G15/G25 SAVANA CARGO,X,18.2,13.8,16.2
2000,GMC,G15/G25 SAVANA CARGO,X,19.1,14.9,17.2
2000,GMC,G1500/G2500 SAVANA PASSENGER,X,18.3,14.3,16.5
2000,GMC,G1500/G2500 SAVANA PASSENGER,X,18.3,14.1,16.4
2000,GMC,G1500/G2500 SAVANA PASSENGER,X,20.6,15.9,18.5
2000,GMC,JIMMY,X,16.2,12.7,14.6
2000,GMC,JIMMY,X,16.3,11.7,14.2
2000,GMC,JIMMY 4X4,X,17,13,15.2
2000,GMC,JIMMY 4X4,X,18.7,14.5,16.8
2000,GMC,K1500 SIERRA 4X4,X,17,13,15.2
2000,GMC,K1500 SIERRA 4X4,X,18.7,14.5,16.8
2000,GMC,K1500 SIERRA 4X4,X,17.3,14.1,15.9
2000,GMC,K1500 SIERRA 4X4,X,20.2,14.6,17.7
2000,GMC,K1500 SIERRA 4X4,X,18,14.4,16.4
2000,GMC,K1500 YUKON 4X4,X,18.7,14.9,17
2000,GMC,K1500 YUKON 4X4,X,18.9,14.7,17
2000,GMC,K1500 YUKON 4X4,X,21.2,15.7,18.7
2000,GMC,SAFARI CARGO,X,16.2,12.7,14.6
2000,GMC,SAFARI CARGO AWD,X,17,13,15.2
2000,GMC,SAFARI PASSENGER,X,17.7,13.9,16
2000,GMC,SAFARI PASSENGER AWD,X,17.4,13.4,15.6
2000,GMC,SONOMA,X,13.8,9.9,12.1
2000,GMC,SONOMA,X,12.2,8.8,10.7
2000,GMC,SONOMA,X,15.4,11.4,13.6
2000,GMC,SONOMA,X,16.2,11.4,14
2000,GMC,SONOMA 4X4,X,16.8,12.8,15
2000,GMC,SONOMA 4X4,X,16.3,11.9,14.3
2000,HONDA,ACCORD,X,13,9.3,11.3
2000,HONDA,ACCORD DX,X,12.2,8.9,10.7
2000,HONDA,ACCORD DX,X,11.5,8.6,10.2
2000,HONDA,ACCORD EX/LX,X,11.8,8.5,10.3
2000,HONDA,ACCORD EX/LX,X,10.8,8.1,9.6
2000,HONDA,CIVIC COUPE Si,X,10.5,8,9.4
2000,HONDA,CIVIC COUPE Si,X,9.8,7.8,8.9
2000,HONDA,CIVIC COUPE SiR,Z,10.9,8.3,9.7
2000,HONDA,CIVIC CX/DX/LX/EX,X,10,7.3,8.8
2000,HONDA,CIVIC CX/DX/LX/EX,X,8.8,7,8
2000,HONDA,CR-V,X,12.5,10.5,11.6
2000,HONDA,CR-V,X,12.5,10.5,11.6
2000,HONDA,INSIGHT,X,4.9,4,4.5
2000,HONDA,ODYSSEY,X,14.9,10.1,12.7
2000,HONDA,PRELUDE,Z,12.7,9.7,11.3
2000,HONDA,PRELUDE,Z,12,9.6,10.9
2000,HONDA,S2000,Z,13.1,10.1,11.7
2000,HYUNDAI,ACCENT,X,10.5,7.3,9.1
2000,HYUNDAI,ACCENT,X,9.7,7.2,8.6
2000,HYUNDAI,ELANTRA,X,12.2,8.3,10.5
2000,HYUNDAI,ELANTRA,X,11.3,7.8,9.7
2000,HYUNDAI,ELANTRA WAGON,X,12.5,8.7,10.8
2000,HYUNDAI,ELANTRA WAGON,X,11.4,8,9.9
2000,HYUNDAI,SONATA 2.4L,X,13,9.1,11.3
2000,HYUNDAI,SONATA 2.5L,X,13.2,9.3,11.4
2000,HYUNDAI,TIBURON,X,12.2,8.6,10.6
2000,HYUNDAI,TIBURON,X,11.4,8,9.9
2000,INFINITI,G20,X,11.6,8.5,10.2
2000,INFINITI,G20,X,11.4,8.2,10
2000,INFINITI,I30,X,13.4,9.3,11.5
2000,INFINITI,QX4 4X4,X,17.7,13.7,15.9
2000,ISUZU,HOMBRE,X,13.8,9.9,12.1
2000,ISUZU,HOMBRE,X,12.2,8.8,10.7
2000,ISUZU,HOMBRE,X,15.4,11.4,13.6
2000,ISUZU,HOMBRE 4X4,X,16.8,12.8,15
2000,ISUZU,RODEO 4X4,X,16.6,12.7,14.8
2000,ISUZU,RODEO 4X4,X,16.8,13,15.1
2000,ISUZU,TROOPER 4X4,X,17.8,13.6,15.9
2000,ISUZU,TROOPER 4X4,X,17.9,13.7,16
2000,JAGUAR,S-TYPE V6,Z,14.8,9.9,12.6
2000,JAGUAR,S-TYPE V8,Z,15.3,11.1,13.4
2000,JAGUAR,VANDEN PLAS,Z,15.5,10.5,13.3
2000,JAGUAR,VANDEN PLAS SUPERCHARGED,Z,16.6,11.8,14.4
2000,JAGUAR,XJ8,Z,15.5,10.5,13.3
2000,JAGUAR,XJR #,Z,16.5,11.8,14.4
2000,JAGUAR,XK8,Z,15.4,10.4,13.2
2000,JAGUAR,XK8 CONVERTIBLE,Z,15.5,10.6,13.3
2000,JAGUAR,XKR #,Z,15.7,11.1,13.6
2000,JAGUAR,XKR CONVERTIBLE #,Z,16.3,11.5,14.1
2000,JEEP,CHEROKEE 4X4,X,16.6,12.3,14.7
2000,JEEP,CHEROKEE 4X4,X,15.4,11.8,13.8
2000,JEEP,GRAND CHEROKEE 4X4,X,16.5,12.3,14.6
2000,JEEP,GRAND CHEROKEE 4X4,X,18,13.1,15.8
2000,JEEP,TJ 4X4,X,16.6,14.1,15.5
2000,JEEP,TJ 4X4,X,14.7,12.6,13.7
2000,JEEP,TJ 4X4,X,17.3,14.3,16
2000,JEEP,TJ 4X4,X,16.7,13.1,15.1
2000,KIA,SEPHIA,X,11.7,8.5,10.2
2000,KIA,SEPHIA,X,11.2,9.3,10.3
2000,KIA,SPORTAGE 4X4,X,13.4,12.1,12.8
2000,KIA,SPORTAGE 4X4,X,12.8,12.1,12.5
2000,LAND ROVER,DISCOVERY SERIES II 4X4,Z,19.6,14.9,17.5
2000,LAND ROVER,DISCOVERY SERIES II 4X4,Z,19.6,14.9,17.5
2000,LAND ROVER,RANGE ROVER 4X4,Z,19.6,14.9,17.5
2000,LAND ROVER,RANGE ROVER 4X4,Z,22.1,17.1,19.9
2000,LEXUS,ES 300,X,13.8,9.7,12
2000,LEXUS,GS 300,Z,13.7,10.3,12.2
2000,LEXUS,GS 400,Z,15,10.6,13
2000,LEXUS,LS 400,Z,14.3,10.2,12.4
2000,LEXUS,LX 470,X,19.4,15.4,17.6
2000,LEXUS,RX 300,X,14.2,10.9,12.7
2000,LEXUS,RX 300 4X4,X,14.4,11.4,13
2000,LINCOLN,CONTINENTAL,Z,15.2,10.2,12.9
2000,LINCOLN,LS,X,15.4,10.5,13.2
2000,LINCOLN,LS,X,15.5,10.4,13.2
2000,LINCOLN,LS,X,15.9,10.7,13.6
2000,LINCOLN,"NAVIGATOR 4X4",Z,21.4,15.4,18.7
2000,LINCOLN,TOWN CAR,X,15.3,10.5,13.2
2000,MAZDA,626,X,12.7,9.4,11.2
2000,MAZDA,626,X,10.6,8.1,9.5
2000,MAZDA,626,Z,13.7,10.1,12.1
2000,MAZDA,626,Z,13.3,10.1,11.8
2000,MAZDA,B3000,X,15.6,11.2,13.6
2000,MAZDA,B3000,X,16.2,11.3,14
2000,MAZDA,B4000,X,17.1,13.6,15.5
2000,MAZDA,B4000,X,15.5,11.9,13.9
2000,MAZDA,B4000 4X4,X,17.2,13.1,15.4
2000,MAZDA,B4000 4X4,X,16.5,12.9,14.9
2000,MAZDA,MILLENIA,Z,13.8,9.8,12
2000,MAZDA,MILLENIA #,Z,13.7,9.5,11.8
2000,MAZDA,MPV,X,15.2,11.7,13.6
2000,MAZDA,MX-5 MIATA,X,11.9,9,10.6
2000,MAZDA,MX-5 MIATA,X,11.1,8.8,10
2000,MAZDA,MX-5 MIATA,X,11.5,9,10.4
2000,MAZDA,PROTEGE,X,10.6,8.2,9.6
2000,MAZDA,PROTEGE,X,9.8,8,9
2000,MAZDA,PROTEGE,X,11.2,8.6,10
2000,MAZDA,PROTEGE,X,10.2,8,9.2
2000,MERCEDES-BENZ,C 230 KOMPRESSOR #,Z,12.5,8.9,10.9
2000,MERCEDES-BENZ,C 280,Z,12.7,9.5,11.2
2000,MERCEDES-BENZ,C 43 AMG,Z,14.7,11.3,13.2
2000,MERCEDES-BENZ,CLK 320,Z,12.9,8.9,11.1
2000,MERCEDES-BENZ,CLK 320 CABRIOLET,Z,13.6,9.3,11.7
2000,MERCEDES-BENZ,CLK 430,Z,14.4,10.4,12.6
2000,MERCEDES-BENZ,CLK 430 CABRIOLET,Z,15.2,10.6,13.2
2000,MERCEDES-BENZ,E 320,Z,12.9,8.7,11
2000,MERCEDES-BENZ,E 320 4MATIC,Z,13.1,9.3,11.4
2000,MERCEDES-BENZ,E 320 4MATIC WAGON,Z,13.5,9.8,11.9
2000,MERCEDES-BENZ,E 320 WAGON,Z,13.2,9.6,11.6
2000,MERCEDES-BENZ,E 430,Z,14.6,10.5,12.7
2000,MERCEDES-BENZ,E 430 4MATIC,Z,15.1,11.2,13.3
2000,MERCEDES-BENZ,E 55 AMG,Z,16,11.1,13.8
2000,MERCEDES-BENZ,ML 320,Z,16.1,12.8,14.6
2000,MERCEDES-BENZ,ML 430,Z,17,13.5,15.4
2000,MERCEDES-BENZ,S 430,Z,15.3,10.5,13.2
2000,MERCEDES-BENZ,S 500,Z,16.1,11.3,13.9
2000,MERCEDES-BENZ,SL 500,Z,16.3,11.2,14
2000,MERCEDES-BENZ,SL 600,Z,20.1,13.4,17.1
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,Z,12,8.7,10.5
2000,MERCEDES-BENZ,SLK 230 KOMPRESSOR #,Z,12.6,8.5,10.7
2000,NISSAN,ALTIMA,X,12.8,9.3,11.2
2000,NISSAN,ALTIMA,X,11.6,8.5,10.2
2000,NISSAN,FRONTIER,X,13.5,10.9,12.3
2000,NISSAN,FRONTIER,X,12.1,9.9,11.1
2000,NISSAN,FRONTIER 4X4,X,14.9,12,13.6
2000,NISSAN,FRONTIER V6,X,16.8,13.3,15.2
