year,make,model,fuel_type,fc_city_l100,fc_hwy_l100,fc_comb_l100
2005,GMC,K1500 YUKON AWD FFV,E,26.3,20.8,23.8
2005,GMC,K1500 YUKON DENALI AWD,X,21.9,17.3,19.8
2005,GMC,K1500 YUKON DENALI XL AWD,X,21.9,17.3,19.8
2005,GMC,K1500 YUKON XL 4X4,X,18.8,15.3,17.2
2005,GMC,K1500 YUKON XL 4X4 FFV,X,19.8,15.5,17.9
2005,GMC,K1500 YUKON XL 4X4 FFV,E,26.3,20.8,23.8
2005,GMC,K1500 YUKON XL AWD,X,18.8,15.3,17.2
2005,GMC,K1500 YUKON XL AWD FFV,X,19.8,15.5,17.9
2005,GMC,K1500 YUKON XL AWD FFV,E,26.3,20.8,23.8
2005,GMC,SAFARI CARGO,X,16.4,12.1,14.5
2005,GMC,SAFARI CARGO AWD,X,19.1,14.7,17.2
2005,GMC,SAFARI PASSENGER,X,16.3,12,14.4
2005,GMC,SAFARI PASSENGER AWD,X,19.1,14.7,17.2
2005,HONDA,ACCORD,X,11.3,7.6,9.6
2005,HONDA,ACCORD,X,10.3,7.6,9.1
2005,HONDA,ACCORD,X,12.7,8.7,10.9
2005,HONDA,ACCORD,X,13.1,8.7,11.1
2005,HONDA,ACCORD HYBRID,X,9.2,7.1,8.2
2005,HONDA,CIVIC,X,9.3,6.8,8.2
2005,HONDA,CIVIC,X,8.7,6.8,7.9
2005,HONDA,CIVIC,X,10.5,8.3,9.5
2005,HONDA,CIVIC HYBRID,X,6,5.6,5.8
2005,HONDA,CIVIC HYBRID,X,6.3,5.2,5.8
2005,HONDA,CIVIC Si,X,9.2,7.2,8.3
2005,HONDA,CIVIC Si,X,8.8,7.1,8
2005,HONDA,CR-V AWD,X,12,9.5,10.9
2005,HONDA,CR-V AWD,X,12.6,9.9,11.4
2005,HONDA,INSIGHT,X,4.9,4.1,4.5
2005,HONDA,ODYSSEY,X,14,10.1,12.2
2005,HONDA,ODYSSEY EX-L,X,13.5,9.1,11.5
2005,HONDA,PILOT AWD,X,15.9,11.7,14
2005,HONDA,S2000,Z,13.5,10.1,12
2005,HYUNDAI,ACCENT,X,10.2,7.4,9
2005,HYUNDAI,ACCENT,X,9.4,7.8,8.6
2005,HYUNDAI,ELANTRA,X,11,8,9.6
2005,HYUNDAI,ELANTRA,X,10.1,7.5,9
2005,HYUNDAI,SANTA FE,X,13.2,9.6,11.6
2005,HYUNDAI,SANTA FE,X,13.6,10.2,12.1
2005,HYUNDAI,SANTA FE AWD,X,14.6,11,13
2005,HYUNDAI,SANTA FE AWD,X,15.9,11.2,13.8
2005,HYUNDAI,SONATA,X,12.3,8.6,10.6
2005,HYUNDAI,SONATA,X,13.6,9.4,11.7
2005,HYUNDAI,TIBURON,X,12.2,8.7,10.6
2005,HYUNDAI,TIBURON,X,11.4,8.5,10.1
2005,HYUNDAI,TIBURON,X,13.9,9.8,12.1
2005,HYUNDAI,TIBURON,X,13.7,9.7,11.9
2005,HYUNDAI,TIBURON,X,14.5,9.7,12.3
2005,HYUNDAI,TUCSON,X,12.1,9.5,10.9
2005,HYUNDAI,TUCSON,X,12,9.4,10.8
2005,HYUNDAI,TUCSON,X,13.4,9.9,11.8
2005,HYUNDAI,TUCSON AWD,X,13.8,10.4,12.3
2005,HYUNDAI,XG350,X,14.7,9.8,12.5
2005,INFINITI,FX35 AWD,X,16.1,11.7,14.1
2005,INFINITI,FX45 AWD,Z,17.3,13.1,15.5
2005,INFINITI,G35 #,Z,13.6,9.7,11.9
2005,INFINITI,G35 AWD,X,15.1,10.7,13.1
2005,INFINITI,G35 COUPE,Z,14.4,10.1,12.4
2005,INFINITI,G35 SEDAN,X,14.4,10.1,12.4
2005,INFINITI,Q45,Z,15.1,10.9,13.2
2005,INFINITI,QX56 4X4,X,20,14.2,17.4
2005,JAGUAR,S-TYPE,Z,14.5,9.8,12.4
2005,JAGUAR,S-TYPE,Z,14.7,9.8,12.5
2005,JAGUAR,S-TYPE,Z,15.4,9.9,13
2005,JAGUAR,S-TYPE R,Z,16.1,11,13.8
2005,JAGUAR,SUPER V8 #,Z,15.2,10.5,13.1
2005,JAGUAR,VANDEN PLAS,Z,14.8,9.5,12.4
2005,JAGUAR,XJ8,Z,14.4,9.3,12.1
2005,JAGUAR,XJ8L,Z,14.4,9.3,12.1
2005,JAGUAR,XJR #,Z,15.2,10.5,13.1
2005,JAGUAR,XK8,Z,14.9,9.9,12.7
2005,JAGUAR,XK8 CONVERTIBLE,Z,14.9,9.9,12.7
2005,JAGUAR,XKR #,Z,16.5,11.2,14.1
2005,JAGUAR,XKR CONVERTIBLE #,Z,16.5,11.2,14.1
2005,JAGUAR,X-TYPE,Z,14,9.8,12.1
2005,JAGUAR,X-TYPE,Z,13.6,9.3,11.7
2005,JAGUAR,X-TYPE,Z,14.7,10.1,12.6
2005,JAGUAR,X-TYPE,Z,14.5,9.3,12.1
2005,JAGUAR,X-TYPE SPORTWAGON,Z,14,9.7,12.1
2005,JAGUAR,X-TYPE SPORTWAGON,Z,13.7,9.4,11.8
2005,JAGUAR,X-TYPE SPORTWAGON,Z,14.8,10.4,12.8
2005,JAGUAR,X-TYPE SPORTWAGON,Z,14.4,9.6,12.2
2005,JEEP,GRAND CHEROKEE 4X4,X,15.9,12.1,14.2
2005,JEEP,GRAND CHEROKEE 4X4,X,18.1,13,15.8
2005,JEEP,GRAND CHEROKEE 4X4 (MDS),X,18.8,13.4,16.4
2005,JEEP,LIBERTY 4X4,X,13.1,10.7,12
2005,JEEP,LIBERTY 4X4,D,12.5,9.7,11.2
2005,JEEP,LIBERTY 4X4,X,15.6,11.7,13.8
2005,JEEP,LIBERTY 4X4,X,15,11.8,13.5
2005,JEEP,TJ 4X4,X,18.3,14.3,16.5
2005,JEEP,TJ 4X4,X,17.1,13.6,15.5
2005,JEEP,TJ UNLIMITED 4X4,X,18.3,14.3,16.5
2005,JEEP,TJ UNLIMITED 4X4,X,18.6,13.7,16.4
2005,KIA,AMANTI,X,15.5,10.3,13.2
2005,KIA,MAGENTIS,X,12.2,8.6,10.6
2005,KIA,MAGENTIS,X,13.1,9.4,11.4
2005,KIA,RIO,X,11.3,8.2,9.9
2005,KIA,RIO,X,10.6,8.2,9.6
2005,KIA,SEDONA,X,16.5,11.3,14.2
2005,KIA,SORENTO 4X4,X,18,12.9,15.7
2005,KIA,SORENTO 4X4,X,16.6,12.8,14.9
2005,KIA,SPECTRA,X,10.9,7.4,9.3
2005,KIA,SPECTRA,X,10.6,8.1,9.5
2005,KIA,SPORTAGE,X,12.6,9.7,11.3
2005,KIA,SPORTAGE,X,12,9.3,10.8
2005,KIA,SPORTAGE,X,13.6,10.1,12
2005,KIA,SPORTAGE 4X4,X,12.7,9.7,11.3
2005,KIA,SPORTAGE 4X4,X,13.9,11.1,12.7
2005,LAND ROVER,FREELANDER 4X4,X,14.9,12.3,13.7
2005,LAND ROVER,LR3 4X4,X,18.7,13.4,16.3
2005,LAND ROVER,LR3 4X4,X,18.5,13.9,16.5
2005,LAND ROVER,RANGE ROVER 4X4,Z,21.7,15.8,19
2005,LEXUS,ES 330,X,12.9,8.9,11.1
2005,LEXUS,GS 300,Z,14.7,10.2,12.7
2005,LEXUS,GS 430,Z,14.9,11,13.1
2005,LEXUS,GX 470,X,17,13.4,15.4
2005,LEXUS,IS 300,Z,14.6,10.4,12.7
2005,LEXUS,IS 300,Z,14.7,10.3,12.7
2005,LEXUS,LS 430,Z,14.8,10.2,12.7
2005,LEXUS,LX 470,X,19.8,15.1,17.7
2005,LEXUS,RX 330,X,13.5,10.1,12
2005,LEXUS,RX 330,X,13.6,10.2,12.1
2005,LEXUS,RX 330 4X4,X,14.4,10.6,12.7
2005,LEXUS,RX 330 4X4,X,14.4,10.7,12.7
2005,LEXUS,SC 430,Z,14.9,11,13.1
2005,LINCOLN,AVIATOR 4X4,Z,20.4,14.4,17.7
2005,LINCOLN,LS,Z,13.5,9.7,11.8
2005,LINCOLN,LS,Z,14.9,10.6,13
2005,LINCOLN,LS SST,Z,13.5,9.7,11.8
2005,LINCOLN,LS SST,Z,15.1,10.5,13
2005,LINCOLN,TOWN CAR,X,14.7,10.2,12.7
2005,MASERATI,COUPE CAMBIOCORSA,Z,22.5,15.3,19.3
2005,MASERATI,COUPE GT,Z,22.5,15.3,19.3
2005,MASERATI,QUATTROPORTE,Z,21.1,16.2,18.9
2005,MASERATI,SPYDER CAMBIOCORSA,Z,22.5,15,19.1
2005,MASERATI,SPYDER GT,Z,22.5,15,19.1
2005,MAZDA,B2300,X,12.2,9.8,11.2
2005,MAZDA,B2300,X,11.4,8.9,10.3
2005,MAZDA,B3000,X,14.9,11.4,13.3
2005,MAZDA,B3000,X,14.8,11,13.1
2005,MAZDA,B4000,X,15.5,11.4,13.7
2005,MAZDA,B4000,X,15.3,11.4,13.6
2005,MAZDA,B4000 4X4,X,16.8,12.8,15
2005,MAZDA,B4000 4X4,X,16.9,13.5,15.4
2005,MAZDA,MAZDA3,X,10.4,7.6,9.2
2005,MAZDA,MAZDA3,X,9.8,7.4,8.7
2005,MAZDA,MAZDA3,X,11.3,9,10.3
2005,MAZDA,MAZDA3,X,10.6,8.1,9.5
2005,MAZDA,MAZDA6,X,11.9,9,10.6
2005,MAZDA,MAZDA6,X,11.5,8.3,10.1
2005,MAZDA,MAZDA6,X,13.5,9.4,11.6
2005,MAZDA,MAZDA6,X,13.7,9.6,11.9
2005,MAZDA,MAZDA6 SPORT WAGON,X,13.5,9.4,11.6
2005,MAZDA,MAZDA6 SPORT WAGON,X,13.7,9.6,11.9
2005,MAZDA,MAZDASPEED MX-5 TURBO,Z,13,9.9,11.6
2005,MAZDA,MPV,X,14.9,10.4,12.9
2005,MAZDA,MX-5 MIATA,Z,12,9.3,10.8
2005,MAZDA,MX-5 MIATA,Z,11.5,9,10.4
2005,MAZDA,MX-5 MIATA,Z,11.6,9.1,10.5
2005,MAZDA,RX-8,Z,14.7,10.6,12.9
2005,MAZDA,RX-8,Z,14.4,10.9,12.8
2005,MAZDA,TRIBUTE,X,12.3,10.2,11.4
2005,MAZDA,TRIBUTE,X,11.1,8.7,10
2005,MAZDA,TRIBUTE,X,13.5,10.4,12.1
2005,MAZDA,TRIBUTE 4X4,X,14.3,11.7,13.1
2005,MAZDA,TRIBUTE 4X4,X,12.2,9.7,11.1
2005,MAZDA,TRIBUTE 4X4,X,14.9,11.7,13.4
2005,MERCEDES-BENZ,C 230K 1.8L SPORT #,Z,11.3,8,9.8
2005,MERCEDES-BENZ,C 230K 1.8L SPORT #,Z,11.7,8.1,10.1
2005,MERCEDES-BENZ,C 230K 1.8L SPORT COUPE #,Z,11.5,8.1,10
2005,MERCEDES-BENZ,C 230K 1.8L SPORT COUPE #,Z,11.5,8.3,10.1
2005,MERCEDES-BENZ,C 240 4-MATIC,Z,13.8,10.3,12.2
2005,MERCEDES-BENZ,C 240 4-MATIC WAGON,Z,14.3,10.9,12.7
2005,MERCEDES-BENZ,C 240 FFV,Z,13.5,10.2,12
2005,MERCEDES-BENZ,C 240 WAGON FFV,Z,13.5,10.1,12
2005,MERCEDES-BENZ,C 320 4-MATIC,Z,13.7,9.9,12
2005,MERCEDES-BENZ,C 320 SPORT,Z,14.3,9.8,12.3
2005,MERCEDES-BENZ,C 320/C 320 SPORT FFV,Z,13.3,9.7,11.7
2005,MERCEDES-BENZ,C 320CL SPORT COUPE,Z,15.1,10.6,13.1
2005,MERCEDES-BENZ,C 320CL SPORT COUPE FFV,Z,13.9,10.6,12.4
2005,MERCEDES-BENZ,C 55 AMG,Z,16.6,11.8,14.4
2005,MERCEDES-BENZ,CL 500,Z,16.4,10.7,13.8
2005,MERCEDES-BENZ,CL 55 AMG,Z,18.2,11.7,15.2
2005,MERCEDES-BENZ,CL 600,Z,20.3,13.6,17.3
2005,MERCEDES-BENZ,CL 65 AMG,Z,21.2,13,17.5
2005,MERCEDES-BENZ,CLK 320,Z,13.3,9.3,11.5
2005,MERCEDES-BENZ,CLK 320 CABRIOLET,Z,13.3,9.7,11.7
2005,MERCEDES-BENZ,CLK 500,Z,15.6,10.3,13.2
2005,MERCEDES-BENZ,CLK 500 CABRIOLET,Z,15.6,10.3,13.2
2005,MERCEDES-BENZ,CLK 55 AMG CABRIOLET,Z,16.8,11.4,14.4
2005,MERCEDES-BENZ,CLK 55C AMG,Z,16.5,11.3,14.2
2005,MERCEDES-BENZ,E 320,Z,13.4,9.3,11.5
2005,MERCEDES-BENZ,E 320 4-MATIC,Z,13.9,10.3,12.3
2005,MERCEDES-BENZ,E 320 4-MATIC WAGON,Z,14.4,10.6,12.7
2005,MERCEDES-BENZ,E 320 CDI DIESEL,D,10.2,7.1,8.8
2005,MERCEDES-BENZ,E 320 WAGON,Z,13.4,9.3,11.5
2005,MERCEDES-BENZ,E 500,Z,15.6,10.3,13.2
2005,MERCEDES-BENZ,E 500 4-MATIC,Z,16.4,12.5,14.6
2005,MERCEDES-BENZ,E 500 4-MATIC WAGON,Z,16.5,12.8,14.8
2005,MERCEDES-BENZ,E 55 AMG,Z,18.4,12.1,15.6
2005,MERCEDES-BENZ,G500,Z,20.6,17.5,19.2
2005,MERCEDES-BENZ,G55 AMG,Z,21.8,17.6,19.9
2005,MERCEDES-BENZ,MAYBACH 57,Z,21.6,14.6,18.5
2005,MERCEDES-BENZ,MAYBACH 62,Z,21.5,14.7,18.5
2005,MERCEDES-BENZ,ML350,Z,17.2,14.1,15.8
2005,MERCEDES-BENZ,ML500,Z,18.2,14.6,16.6
2005,MERCEDES-BENZ,S 430V,Z,15.1,9.8,12.7
2005,MERCEDES-BENZ,S 430V-4M,Z,15.9,11.4,13.9
2005,MERCEDES-BENZ,S 500V,Z,16.4,10.7,13.8
2005,MERCEDES-BENZ,S 500V-4M,Z,16.7,11.8,14.5
2005,MERCEDES-BENZ,S 55K AMG,Z,18.2,11.7,15.2
2005,MERCEDES-BENZ,S 600V,Z,20.8,13.6,17.6
2005,MERCEDES-BENZ,SL 500,Z,16.7,11.2,14.2
2005,MERCEDES-BENZ,SL 55 AMG,Z,19.1,12.8,16.3
2005,MERCEDES-BENZ,SL 600,Z,20.4,13.4,17.2
2005,MERCEDES-BENZ,SL 65 AMG,Z,21,13.3,17.5
2005,MERCEDES-BENZ,SLK 350,Z,13.8,10.1,12.1
2005,MERCEDES-BENZ,SLK 350,Z,14.5,10.1,12.5
2005,MERCEDES-BENZ,SLK 55 AMG,Z,16.7,11.5,14.4
2005,MERCEDES-BENZ,SLR,Z,20.3,14.4,17.7
2005,MINI,COOPER,Z,10.3,7.5,9.1
2005,MINI,COOPER,Z,9.7,7.1,8.5
2005,MINI,COOPER CONVERTIBLE,Z,10.4,7.9,9.3
2005,MINI,COOPER CONVERTIBLE,Z,9.9,7.3,8.7
2005,MINI,COOPER S #,Z,10.9,8,9.6
2005,MINI,COOPER S CONVERTIBLE #,Z,10.9,8,9.6
2005,MITSUBISHI,ECLIPSE,X,12.8,9.4,11.2
2005,MITSUBISHI,ECLIPSE,X,12.9,9.5,11.3
2005,MITSUBISHI,ECLIPSE,X,11.6,8.2,10.1
2005,MITSUBISHI,ECLIPSE,Z,13.2,9.3,11.4
2005,MITSUBISHI,ECLIPSE,Z,13.1,8.9,11.2
2005,MITSUBISHI,ECLIPSE SPYDER,X,12.9,9.5,11.3
2005,MITSUBISHI,ECLIPSE SPYDER,X,11.6,8.3,10.1
2005,MITSUBISHI,ECLIPSE SPYDER,Z,13.2,9.3,11.4
2005,MITSUBISHI,ECLIPSE SPYDER,Z,13.1,8.9,11.2
2005,MITSUBISHI,ENDEAVOR,Z,15.1,11,13.2
2005,MITSUBISHI,ENDEAVOR AWD,Z,15.4,11.7,13.7
2005,MITSUBISHI,GALANT,X,11.7,8.7,10.3
2005,MITSUBISHI,GALANT,Z,14.4,9.6,12.2
2005,MITSUBISHI,LANCER,X,10.8,8.3,9.7
2005,MITSUBISHI,LANCER,X,9.9,7.5,8.8
2005,MITSUBISHI,LANCER,X,11.9,9.1,10.7
2005,MITSUBISHI,LANCER,X,11.5,8.8,10.3
2005,MITSUBISHI,MONTERO 4X4,Z,17.9,13.6,16
2005,MITSUBISHI,OUTLANDER,X,12.5,9.7,11.2
2005,MITSUBISHI,OUTLANDER,X,12.2,9.3,10.9
2005,MITSUBISHI,OUTLANDER AWD,X,13,10.2,11.7
2005,MITSUBISHI,OUTLANDER AWD,X,12.8,9.6,11.3
2005,NISSAN,350Z,Z,13.9,10.2,12.2
2005,NISSAN,350Z,Z,13.4,9.7,11.7
2005,NISSAN,350Z #,Z,13.6,9.9,12
2005,NISSAN,350Z ROADSTER,Z,14.4,10.3,12.5
2005,NISSAN,350Z ROADSTER,Z,13.5,9.9,11.9
2005,NISSAN,ALTIMA,X,11.4,8.7,10.2
2005,NISSAN,ALTIMA,X,11.2,8.2,9.8
2005,NISSAN,ALTIMA,X,12.9,8.7,11
2005,NISSAN,ALTIMA,X,12.5,9.5,11.1
2005,NISSAN,ALTIMA,X,13.3,9,11.4
2005,NISSAN,ARMADA 4X4,X,19.9,14.1,17.3
2005,NISSAN,FRONTIER,X,14.2,10.9,12.7
2005,NISSAN,FRONTIER,X,12.1,10.3,11.3
2005,NISSAN,FRONTIER V6,X,16.2,12,14.3
2005,NISSAN,FRONTIER V6,X,15.4,11.9,13.8
2005,NISSAN,FRONTIER V6 4X4,X,16.9,12.5,14.9
2005,NISSAN,FRONTIER V6 4X4,X,15.6,12.2,14.1
2005,NISSAN,MAXIMA,X,13.3,9,11.4
2005,NISSAN,MAXIMA,X,13.1,8.7,11.1
2005,NISSAN,MURANO,X,13.2,10.2,11.8
2005,NISSAN,MURANO AWD,X,13.5,10.4,12.1
2005,NISSAN,QUEST,X,13.9,9.8,12.1
2005,NISSAN,QUEST,X,14.6,10.1,12.5
2005,NISSAN,SENTRA,X,9.6,7.4,8.6
2005,NISSAN,SENTRA,X,9.8,7.3,8.7
2005,NISSAN,SENTRA,X,11.5,9.3,10.5
2005,NISSAN,SENTRA,X,11.6,8.8,10.3
2005,NISSAN,TITAN,X,18.6,13.7,16.4
2005,NISSAN,TITAN 4X4,X,19.3,14.1,16.9
2005,NISSAN,X-TRAIL,X,11.9,9.3,10.7
2005,NISSAN,X-TRAIL AWD,X,12.2,9.6,11.1
2005,NISSAN,X-TRAIL AWD,X,12.2,9.5,11
2005,PONTIAC,AZTEK,X,14.2,9.8,12.2
2005,PONTIAC,AZTEK AWD,X,14.3,10.3,12.5
2005,PONTIAC,BONNEVILLE,X,13.4,8.7,11.3
2005,PONTIAC,BONNEVILLE,X,14.9,9.7,12.6
2005,PONTIAC,G6,X,11.9,8,10.2
2005,PONTIAC,G6,X,13.2,9.1,11.4
2005,PONTIAC,GRAND AM,X,12.6,8.1,10.6
2005,PONTIAC,GRAND PRIX,X,13.3,8.5,11.1
2005,PONTIAC,GRAND PRIX,Z,15.1,9.6,12.6
2005,PONTIAC,GRAND PRIX #,X,14.2,9,11.8
2005,PONTIAC,GRAND PRIX #,X,14.6,9.8,12.4
2005,PONTIAC,MONTANA,X,14.2,9.8,12.2
2005,PONTIAC,MONTANA SV6,X,14.9,10.4,12.9
2005,PONTIAC,MONTANA SV6 AWD,X,15.4,11.2,13.5
2005,PONTIAC,PURSUIT,X,11.3,7.9,9.8
2005,PONTIAC,PURSUIT,X,10.9,7.3,9.3
2005,PONTIAC,SUNFIRE,X,11.3,7.9,9.8
2005,PONTIAC,SUNFIRE,X,10.9,7.3,9.3
2005,PONTIAC,VIBE,X,9.5,7.5,8.6
2005,PONTIAC,VIBE,X,9.2,7.1,8.2
2005,PONTIAC,VIBE AWD,X,10.4,8.2,9.4
2005,PONTIAC,VIBE GT,Z,10.5,8,9.4
2005,PONTIAC,WAVE,X,10.3,7.6,9.1
2005,PONTIAC,WAVE,X,10.1,7.3,8.9
2005,PORSCHE,911 CARRERA 2 CABRIOLET 997,Z,14.2,9.7,12.2
2005,PORSCHE,911 CARRERA 2 CABRIOLET 997,Z,14.4,9.8,12.3
2005,PORSCHE,911 CARRERA 2 COUPE 997,Z,14.2,9.8,12.2
2005,PORSCHE,911 CARRERA 2 COUPE 997,Z,14.5,9.8,12.4
2005,PORSCHE,911 CARRERA 2S CABRIOLET 997,Z,14.2,9.8,12.2
2005,PORSCHE,911 CARRERA 2S CABRIOLET 997,Z,14.5,9.8,12.4
2005,PORSCHE,911 CARRERA 2S COUPE 997,Z,14.2,9.8,12.2
2005,PORSCHE,911 CARRERA 2S COUPE 997,Z,14.5,9.8,12.4
2005,PORSCHE,911 GT2,Z,17.2,10.9,14.4
2005,PORSCHE,911 GT3,Z,17.3,11.1,14.5
2005,PORSCHE,911 TURBO,Z,18.3,11.7,15.3
2005,PORSCHE,911 TURBO,Z,17.6,11.4,14.8
2005,PORSCHE,911 TURBO CABRIOLET,Z,18.4,11.8,15.4
2005,PORSCHE,911 TURBO CABRIOLET,Z,17.6,11.3,14.7
2005,PORSCHE,911 TURBO CABRIOLET KIT,Z,18.4,11.8,15.4
2005,PORSCHE,911 TURBO CABRIOLET KIT,Z,17.6,11.3,14.7
2005,PORSCHE,911 TURBO CABRIOLET S,Z,18.4,11.8,15.4
2005,PORSCHE,911 TURBO CABRIOLET S,Z,17.6,11.3,14.7
2005,PORSCHE,911 TURBO KIT,Z,18.3,11.7,15.3
2005,PORSCHE,911 TURBO KIT,Z,17.6,11.4,14.8
2005,PORSCHE,911 TURBO S,Z,18.3,11.7,15.3
2005,PORSCHE,911 TURBO S,Z,17.6,11.4,14.8
2005,PORSCHE,CARRERA 2 CABRIOLET,Z,14.6,9.9,12.5
2005,PORSCHE,CARRERA 2 CABRIOLET,Z,14.7,9.7,12.4
2005,PORSCHE,CARRERA 2 CABRIOLET KIT,Z,14.6,9.9,12.5
2005,PORSCHE,CARRERA 2 CABRIOLET KIT,Z,14.7,9.7,12.4
2005,PORSCHE,CARRERA 2 COUPE,Z,14.6,9.9,12.5
2005,PORSCHE,CARRERA 2 COUPE,Z,14.7,9.7,12.4
2005,PORSCHE,CARRERA 2 COUPE KIT,Z,14.6,9.9,12.5
2005,PORSCHE,CARRERA 2 COUPE KIT,Z,14.7,9.7,12.4
2005,PORSCHE,CARRERA 4 CABRIOLET,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4 CABRIOLET,Z,15.5,10.7,13.4
2005,PORSCHE,CARRERA 4 CABRIOLET KIT,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4 CABRIOLET KIT,Z,15.5,10.7,13.4
2005,PORSCHE,CARRERA 4S CABRIOLET,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4S CABRIOLET,Z,15.5,10.7,13.4
2005,PORSCHE,CARRERA 4S CABRIOLET KIT,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4S CABRIOLET KIT,Z,15.5,10.7,13.4
2005,PORSCHE,CARRERA 4S COUPE,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4S COUPE,Z,15.4,10.7,13.3
2005,PORSCHE,CARRERA 4S KIT,Z,15.5,11.2,13.6
2005,PORSCHE,CARRERA 4S KIT,Z,15.4,10.7,13.3
2005,PORSCHE,CARRERA GT,Z,24.9,16,20.9
2005,PORSCHE,CAYENNE,Z,17.3,13.1,15.5
2005,PORSCHE,CAYENNE,Z,18,12.7,15.6
2005,PORSCHE,CAYENNE S,Z,18.9,13.7,16.6
2005,PORSCHE,CAYENNE TURBO,Z,20.2,13.7,17.3
2005,PORSCHE,TARGA,Z,14.6,9.9,12.5
2005,PORSCHE,TARGA,Z,14.7,9.7,12.4
2005,PORSCHE,TARGA KIT,Z,14.6,9.9,12.5
2005,PORSCHE,TARGA KIT,Z,14.7,9.7,12.4
2005,ROLLS-ROYCE,PHANTOM,Z,20.7,13.6,17.5
2005,SAAB,9-2X AERO AWD TURBO,Z,14,10.4,12.4
2005,SAAB,9-2X AERO AWD TURBO,Z,13.6,9.8,11.9
2005,SAAB,9-2X LINEAR AWD,X,11.7,8.9,10.4
2005,SAAB,9-2X LINEAR AWD,X,11.9,8.7,10.5
2005,SAAB,9-3 AERO CVT TURBO,Z,14.3,9.6,12.2
2005,SAAB,9-3 AERO CVT TURBO,Z,12.5,9,10.9
2005,SAAB,9-3 AERO CVT TURBO,Z,13,9.1,11.3
2005,SAAB,9-3 AERO TURBO,Z,12.7,8.5,10.8
2005,SAAB,9-3 AERO TURBO,Z,12.2,8.6,10.6
2005,SAAB,9-3 AERO TURBO,Z,13,9.1,11.3
2005,SAAB,9-3 ARC CVT TURBO,Z,14.3,9.6,12.2
2005,SAAB,9-3 ARC CVT TURBO,Z,12.5,9,10.9
2005,SAAB,9-3 ARC TURBO,Z,12.7,8.5,10.8
2005,SAAB,9-3 ARC TURBO,Z,12.2,8.6,10.6
2005,SAAB,9-3 LINEAR TURBO,X,12.5,9,10.9
2005,SAAB,9-3 LINEAR TURBO,X,12.1,8.1,10.3
2005,SAAB,9-5 AERO TURBO,Z,13.5,9,11.5
2005,SAAB,9-5 AERO TURBO,Z,13.3,8.6,11.2
2005,SAAB,9-5 AERO WAGON TURBO,Z,13.5,9,11.5
2005,SAAB,9-5 AERO WAGON TURBO,Z,13.3,8.6,11.2
2005,SAAB,9-5 ARC TURBO,Z,13.5,9,11.5
2005,SAAB,9-5 ARC TURBO,Z,13.3,8.6,11.2
2005,SAAB,9-5 ARC WAGON TURBO,Z,13.5,9,11.5
2005,SAAB,9-5 ARC WAGON TURBO,Z,13.3,8.6,11.2
2005,SAAB,9-5 LINEAR WAGON TURBO,X,13.7,9.1,11.7
2005,SAAB,9-5 LINEAR WAGON TURBO,X,12.8,8.7,10.9
2005,SAAB,9-7X AWD,X,18.2,13.4,16
2005,SATURN,ION,X,11.3,7.9,9.8
2005,SATURN,ION,X,10.9,7.3,9.3
2005,SATURN,ION #,Z,11.6,8.8,10.3
2005,SATURN,L300,X,12.9,9.1,11.2
2005,SATURN,RELAY,X,14.9,10.4,12.9
2005,SATURN,RELAY AWD,X,15.4,11.2,13.5
2005,SATURN,VUE,X,12.2,9.6,11.1
2005,SATURN,VUE,X,12.3,9.3,11
2005,SATURN,VUE,X,11.8,8.8,10.5
2005,SATURN,VUE,X,13.4,9.3,11.5
2005,SATURN,VUE AWD,X,12.5,9.6,11.2
2005,SATURN,VUE AWD,X,14.2,10.1,12.3
2005,SMART,FORTWO CDI,D,5.7,4.7,5.2
2005,SUBARU,BAJA SPORT AWD,X,12.5,9.3,11
2005,SUBARU,BAJA SPORT AWD,X,12.5,9.6,11.2
2005,SUBARU,FORESTER AWD,X,11.8,9,10.6
2005,SUBARU,FORESTER AWD,X,11.8,8.7,10.4
2005,SUBARU,FORESTER XT AWD,Z,13.2,11,12.2
2005,SUBARU,FORESTER XT AWD,Z,13.7,10.6,12.3
2005,SUBARU,IMPREZA 2.5RS SEDAN AWD,X,11.8,9,10.6
2005,SUBARU,IMPREZA 2.5RS SEDAN AWD,X,11.7,8.6,10.3
2005,SUBARU,IMPREZA 2.5RS SPORT WAGON AWD,X,11.8,9,10.6
2005,SUBARU,IMPREZA 2.5RS SPORT WAGON AWD,X,11.8,8.7,10.4
2005,SUBARU,IMPREZA OUTBACK SPORT AWD,X,11.8,9,10.6
2005,SUBARU,IMPREZA OUTBACK SPORT AWD,X,11.8,8.7,10.4
2005,SUBARU,IMPREZA WRX SEDAN AWD,Z,13.7,9.8,12
2005,SUBARU,IMPREZA WRX SEDAN AWD,Z,13.3,9.5,11.6
2005,SUBARU,IMPREZA WRX SPORT WAGON AWD,Z,13.7,9.8,12
2005,SUBARU,IMPREZA WRX SPORT WAGON AWD,Z,13.3,9.5,11.6
2005,SUBARU,IMPREZA WRX STi SEDAN AWD,Z,15,10.7,13.1
